"year","zone","group","gender","stage","measure","value"
"2008-2009","S01002307","All","Male","S4","Count",1
"2006-2007","S01002307","All","All","S4","Count",5
"2011-2012","S01002307","All","Male","S4","Count",1
"2010-2011","S01002307","All","Male","S4","Count",2
"2007-2008","S01002307","All","All","S4","Count",3
"2012-2013","S01002307","All","Male","S4","Count",4
"2011-2012","S01002307","All","All","S4","Count",2
"2010-2011","S01002307","All","Female","S4","Count",0
"2011-2012","S01002307","All","Female","S4","Count",1
"2010-2011","S01002307","All","All","S4","Count",2
"2008-2009","S01002307","All","Female","S4","Count",0
"2012-2013","S01002307","All","Female","S4","Count",5
"2003-2004","S01002307","All","All","S4","Count",1
"2012-2013","S01002307","All","All","S4","Count",9
"2009-2010","S01002307","All","Female","S4","Count",1
"2009-2010","S01002307","All","All","S4","Ratio",100
"2011-2012","S01002307","All","All","S4","Ratio","66.7"
"2012-2013","S01002307","All","All","S4","Ratio",100
"2003-2004","S01002307","All","All","S4","Ratio",50
"2004-2005","S01002307","All","All","S4","Ratio",100
"2005-2006","S01002307","All","All","S4","Ratio",100
"2006-2007","S01002307","All","All","S4","Ratio","83.3"
"2007-2008","S01002307","All","All","S4","Ratio",75
"2010-2011","S01002307","All","All","S4","Ratio",100
"2008-2009","S01002307","All","All","S4","Ratio",100
"2008-2009","S01002307","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002307","Additional Support Needs","All","S4","Count",2
"2010-2011","S01002307","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002307","Additional Support Needs","All","S4","Ratio",100
"2009-2010","S01002307","Additional Support Needs","All","S4","Count",0
"2011-2012","S01002307","Additional Support Needs","All","S4","Count",0
"2009-2010","S01002307","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002307","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01002307","Additional Support Needs","All","S4","Ratio",0
"2010-2011","S01002307","Additional Support Needs","All","S4","Ratio",0
"2005-2006","S01002308","All","All","S4","Count",8
"2010-2011","S01002308","Additional Support Needs","All","S4","Count",0
"2006-2007","S01002308","All","All","S4","Count",3
"2009-2010","S01002308","Additional Support Needs","All","S4","Count",0
"2007-2008","S01002308","All","All","S4","Count",5
"2010-2011","S01002308","All","All","S4","Count",5
"2010-2011","S01002308","All","Male","S4","Count",3
"2012-2013","S01002308","All","All","S4","Count",3
"2011-2012","S01002308","All","Male","S4","Count",4
"2008-2009","S01002308","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002308","Additional Support Needs","All","S4","Count",1
"2009-2010","S01002308","All","Male","S4","Count",3
"2009-2010","S01002308","All","All","S4","Count",8
"2012-2013","S01002308","All","Male","S4","Count",2
"2008-2009","S01002308","All","Male","S4","Count",4
"2011-2012","S01002308","Additional Support Needs","All","S4","Count",1
"2010-2011","S01002308","All","Female","S4","Count",2
"2002-2003","S01002308","All","All","S4","Count",9
"2009-2010","S01002308","All","Female","S4","Count",5
"2008-2009","S01002308","All","All","S4","Count",9
"2012-2013","S01002308","All","Female","S4","Count",1
"2003-2004","S01002308","All","All","S4","Count",6
"2011-2012","S01002308","All","All","S4","Count",6
"2008-2009","S01002308","All","Female","S4","Count",5
"2011-2012","S01002308","All","Female","S4","Count",2
"2004-2005","S01002308","All","All","S4","Count",1
"2010-2011","S01002308","All","All","S4","Ratio","83.3"
"2008-2009","S01002308","All","All","S4","Ratio",100
"2009-2010","S01002308","All","All","S4","Ratio",100
"2011-2012","S01002308","All","All","S4","Ratio",100
"2012-2013","S01002308","All","All","S4","Ratio",100
"2002-2003","S01002308","All","All","S4","Ratio",100
"2010-2011","S01002308","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002308","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002308","Additional Support Needs","All","S4","Ratio",0
"2012-2013","S01002308","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01002308","Additional Support Needs","All","S4","Ratio",100
"2003-2004","S01002308","All","All","S4","Ratio",100
"2004-2005","S01002308","All","All","S4","Ratio",100
"2005-2006","S01002308","All","All","S4","Ratio",100
"2006-2007","S01002308","All","All","S4","Ratio",75
"2007-2008","S01002308","All","All","S4","Ratio",100
"2010-2011","S01002308","All","Male","S4","Ratio",100
"2011-2012","S01002308","All","Male","S4","Ratio",100
"2009-2010","S01002308","All","Male","S4","Ratio",100
"2012-2013","S01002308","All","Male","S4","Ratio",100
"2008-2009","S01002308","All","Male","S4","Ratio",100
"2010-2011","S01002308","All","Female","S4","Ratio","66.7"
"2009-2010","S01002308","All","Female","S4","Ratio",100
"2012-2013","S01002308","All","Female","S4","Ratio",100
"2008-2009","S01002308","All","Female","S4","Ratio",100
"2011-2012","S01002308","All","Female","S4","Ratio",100
"2009-2010","S01002309","All","All","S4","Count",5
"2010-2011","S01002309","All","All","S4","Count",6
"2011-2012","S01002309","All","All","S4","Count",4
"2007-2008","S01002309","All","All","S4","Count",4
"2008-2009","S01002309","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002309","Additional Support Needs","All","S4","Count",2
"2006-2007","S01002309","All","All","S4","Count",9
"2011-2012","S01002309","Additional Support Needs","All","S4","Count",3
"2010-2011","S01002309","All","All","S4","Ratio",100
"2003-2004","S01002309","All","All","S4","Ratio","62.5"
"2004-2005","S01002309","All","All","S4","Ratio","83.3"
"2005-2006","S01002309","All","All","S4","Ratio","87.5"
"2006-2007","S01002309","All","All","S4","Ratio","81.8"
"2007-2008","S01002309","All","All","S4","Ratio",80
"2008-2009","S01002309","All","All","S4","Ratio","83.3"
"2009-2010","S01002309","All","All","S4","Ratio","83.3"
"2011-2012","S01002309","All","All","S4","Ratio",100
"2012-2013","S01002309","All","All","S4","Ratio",100
"2002-2003","S01002309","All","All","S4","Ratio",80
"2010-2011","S01002309","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002309","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002309","Additional Support Needs","All","S4","Ratio",0
"2012-2013","S01002309","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01002309","Additional Support Needs","All","S4","Ratio",100
"2003-2004","S01002309","All","All","S4","Count",5
"2012-2013","S01002309","All","All","S4","Count",6
"2008-2009","S01002309","All","All","S4","Count",5
"2004-2005","S01002309","All","All","S4","Count",5
"2002-2003","S01002309","All","All","S4","Count",8
"2005-2006","S01002309","All","All","S4","Count",7
"2010-2011","S01002309","Additional Support Needs","All","S4","Count",0
"2009-2010","S01002309","Additional Support Needs","All","S4","Count",0
"2011-2012","S01002309","All","Male","S4","Count",3
"2010-2011","S01002309","All","Male","S4","Count",2
"2012-2013","S01002309","All","Male","S4","Count",1
"2009-2010","S01002309","All","Male","S4","Count",2
"2008-2009","S01002309","All","Male","S4","Ratio",100
"2010-2011","S01002309","All","Male","S4","Ratio",100
"2008-2009","S01002309","All","Male","S4","Count",2
"2009-2010","S01002309","All","Male","S4","Ratio","66.7"
"2012-2013","S01002309","All","Male","S4","Ratio",100
"2011-2012","S01002309","All","Male","S4","Ratio",100
"2009-2010","S01002309","All","Female","S4","Count",3
"2011-2012","S01002309","All","Female","S4","Ratio",100
"2011-2012","S01002309","All","Female","S4","Count",1
"2010-2011","S01002309","All","Female","S4","Count",4
"2008-2009","S01002309","All","Female","S4","Count",3
"2009-2010","S01002309","All","Female","S4","Ratio",100
"2012-2013","S01002309","All","Female","S4","Ratio",100
"2008-2009","S01002309","All","Female","S4","Ratio",75
"2012-2013","S01002309","All","Female","S4","Count",5
"2010-2011","S01002309","All","Female","S4","Ratio",100
"2009-2010","S01002310","All","All","S4","Count",4
"2010-2011","S01002310","All","All","S4","Count",3
"2011-2012","S01002310","All","All","S4","Count",7
"2007-2008","S01002310","All","All","S4","Count",2
"2008-2009","S01002310","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002310","Additional Support Needs","All","S4","Count",1
"2006-2007","S01002310","All","All","S4","Count",5
"2011-2012","S01002310","Additional Support Needs","All","S4","Count",4
"2010-2011","S01002310","All","All","S4","Ratio",100
"2003-2004","S01002310","All","All","S4","Ratio",100
"2004-2005","S01002310","All","All","S4","Ratio",100
"2005-2006","S01002310","All","All","S4","Ratio",100
"2006-2007","S01002310","All","All","S4","Ratio","71.4"
"2007-2008","S01002310","All","All","S4","Ratio",100
"2008-2009","S01002310","All","All","S4","Ratio",0
"2009-2010","S01002310","All","All","S4","Ratio",80
"2011-2012","S01002310","All","All","S4","Ratio",100
"2012-2013","S01002310","All","All","S4","Ratio",100
"2002-2003","S01002310","All","All","S4","Ratio",100
"2010-2011","S01002310","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002310","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002310","Additional Support Needs","All","S4","Ratio",0
"2012-2013","S01002310","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01002310","Additional Support Needs","All","S4","Ratio",100
"2003-2004","S01002310","All","All","S4","Count",5
"2012-2013","S01002310","All","All","S4","Count",5
"2008-2009","S01002310","All","All","S4","Count",0
"2004-2005","S01002310","All","All","S4","Count",3
"2002-2003","S01002310","All","All","S4","Count",5
"2005-2006","S01002310","All","All","S4","Count",7
"2010-2011","S01002310","Additional Support Needs","All","S4","Count",0
"2009-2010","S01002310","Additional Support Needs","All","S4","Count",0
"2011-2012","S01002310","All","Male","S4","Count",2
"2010-2011","S01002310","All","Male","S4","Count",2
"2012-2013","S01002310","All","Male","S4","Count",3
"2009-2010","S01002310","All","Male","S4","Count",3
"2008-2009","S01002310","All","Male","S4","Ratio",0
"2010-2011","S01002310","All","Male","S4","Ratio",100
"2008-2009","S01002310","All","Male","S4","Count",0
"2009-2010","S01002310","All","Male","S4","Ratio",100
"2012-2013","S01002310","All","Male","S4","Ratio",100
"2011-2012","S01002310","All","Male","S4","Ratio",100
"2009-2010","S01002310","All","Female","S4","Count",1
"2011-2012","S01002310","All","Female","S4","Ratio",100
"2011-2012","S01002310","All","Female","S4","Count",5
"2010-2011","S01002310","All","Female","S4","Count",1
"2008-2009","S01002310","All","Female","S4","Count",0
"2009-2010","S01002310","All","Female","S4","Ratio",50
"2012-2013","S01002310","All","Female","S4","Ratio",100
"2008-2009","S01002310","All","Female","S4","Ratio",0
"2012-2013","S01002310","All","Female","S4","Count",2
"2010-2011","S01002310","All","Female","S4","Ratio",100
"2011-2012","S01002311","All","All","S4","Count",4
"2004-2005","S01002311","All","All","S4","Ratio",100
"2010-2011","S01002311","All","Male","S4","Ratio",100
"2010-2011","S01002311","All","Female","S4","Ratio",100
"2005-2006","S01002311","All","All","S4","Ratio",0
"2011-2012","S01002311","All","Male","S4","Ratio",100
"2006-2007","S01002311","All","All","S4","Ratio",100
"2008-2009","S01002311","All","Female","S4","Ratio",100
"2007-2008","S01002311","All","All","S4","Ratio","85.7"
"2008-2009","S01002311","All","Male","S4","Ratio",0
"2012-2013","S01002311","All","All","S4","Count",2
"2002-2003","S01002311","All","All","S4","Count",1
"2003-2004","S01002311","All","All","S4","Count",6
"2004-2005","S01002311","All","All","S4","Count",1
"2005-2006","S01002311","All","All","S4","Count",0
"2006-2007","S01002311","All","All","S4","Count",3
"2007-2008","S01002311","All","All","S4","Count",6
"2008-2009","S01002311","All","All","S4","Count",3
"2009-2010","S01002311","All","All","S4","Count",5
"2010-2011","S01002311","All","Male","S4","Count",2
"2011-2012","S01002311","All","Male","S4","Count",3
"2008-2009","S01002311","All","Male","S4","Count",0
"2012-2013","S01002311","All","Male","S4","Count",0
"2009-2010","S01002311","All","Male","S4","Count",1
"2010-2011","S01002311","All","Female","S4","Count",3
"2009-2010","S01002311","All","Female","S4","Count",4
"2011-2012","S01002311","All","Female","S4","Count",1
"2008-2009","S01002311","All","Female","S4","Count",3
"2012-2013","S01002311","All","Female","S4","Count",2
"2010-2011","S01002311","All","All","S4","Count",5
"2010-2011","S01002311","All","All","S4","Ratio",100
"2012-2013","S01002311","All","Male","S4","Ratio",0
"2009-2010","S01002311","All","All","S4","Ratio","83.3"
"2009-2010","S01002311","All","Female","S4","Ratio",80
"2011-2012","S01002311","All","All","S4","Ratio",100
"2008-2009","S01002311","All","All","S4","Ratio",75
"2009-2010","S01002311","All","Male","S4","Ratio",100
"2012-2013","S01002311","All","All","S4","Ratio","66.7"
"2012-2013","S01002311","All","Female","S4","Ratio",100
"2002-2003","S01002311","All","All","S4","Ratio",100
"2003-2004","S01002311","All","All","S4","Ratio",100
"2011-2012","S01002311","All","Female","S4","Ratio",100
"2011-2012","S01002311","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002311","Additional Support Needs","All","S4","Count",0
"2010-2011","S01002311","Additional Support Needs","All","S4","Count",0
"2008-2009","S01002311","Additional Support Needs","All","S4","Count",0
"2010-2011","S01002311","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002311","Additional Support Needs","All","S4","Count",0
"2009-2010","S01002311","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002311","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01002311","Additional Support Needs","All","S4","Ratio",0
"2005-2006","S01002312","All","All","S4","Count",4
"2010-2011","S01002312","Additional Support Needs","All","S4","Count",0
"2006-2007","S01002312","All","All","S4","Count",7
"2009-2010","S01002312","Additional Support Needs","All","S4","Count",0
"2007-2008","S01002312","All","All","S4","Count",6
"2010-2011","S01002312","All","All","S4","Count",5
"2010-2011","S01002312","All","Male","S4","Count",2
"2012-2013","S01002312","All","All","S4","Count",5
"2011-2012","S01002312","All","Male","S4","Count",5
"2008-2009","S01002312","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002312","Additional Support Needs","All","S4","Count",1
"2009-2010","S01002312","All","Male","S4","Count",3
"2009-2010","S01002312","All","All","S4","Count",3
"2012-2013","S01002312","All","Male","S4","Count",2
"2008-2009","S01002312","All","Male","S4","Count",0
"2011-2012","S01002312","Additional Support Needs","All","S4","Count",2
"2010-2011","S01002312","All","Female","S4","Count",3
"2002-2003","S01002312","All","All","S4","Count",7
"2009-2010","S01002312","All","Female","S4","Count",0
"2008-2009","S01002312","All","All","S4","Count",5
"2012-2013","S01002312","All","Female","S4","Count",3
"2003-2004","S01002312","All","All","S4","Count",4
"2011-2012","S01002312","All","All","S4","Count",7
"2008-2009","S01002312","All","Female","S4","Count",5
"2011-2012","S01002312","All","Female","S4","Count",2
"2004-2005","S01002312","All","All","S4","Count",8
"2010-2011","S01002312","All","All","S4","Ratio",100
"2008-2009","S01002312","All","All","S4","Ratio","71.4"
"2009-2010","S01002312","All","All","S4","Ratio",60
"2011-2012","S01002312","All","All","S4","Ratio","87.5"
"2012-2013","S01002312","All","All","S4","Ratio",100
"2002-2003","S01002312","All","All","S4","Ratio","77.8"
"2010-2011","S01002312","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002312","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002312","Additional Support Needs","All","S4","Ratio",0
"2012-2013","S01002312","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01002312","Additional Support Needs","All","S4","Ratio",100
"2003-2004","S01002312","All","All","S4","Ratio","66.7"
"2004-2005","S01002312","All","All","S4","Ratio","88.9"
"2005-2006","S01002312","All","All","S4","Ratio","66.7"
"2006-2007","S01002312","All","All","S4","Ratio","77.8"
"2007-2008","S01002312","All","All","S4","Ratio",75
"2010-2011","S01002312","All","Male","S4","Ratio",100
"2011-2012","S01002312","All","Male","S4","Ratio","83.3"
"2009-2010","S01002312","All","Male","S4","Ratio",100
"2012-2013","S01002312","All","Male","S4","Ratio",100
"2008-2009","S01002312","All","Male","S4","Ratio",0
"2010-2011","S01002312","All","Female","S4","Ratio",100
"2009-2010","S01002312","All","Female","S4","Ratio",0
"2012-2013","S01002312","All","Female","S4","Ratio",100
"2008-2009","S01002312","All","Female","S4","Ratio","83.3"
"2011-2012","S01002312","All","Female","S4","Ratio",100
"2005-2006","S01002313","All","All","S4","Count",5
"2010-2011","S01002313","Additional Support Needs","All","S4","Count",0
"2006-2007","S01002313","All","All","S4","Count",5
"2009-2010","S01002313","Additional Support Needs","All","S4","Count",0
"2007-2008","S01002313","All","All","S4","Count",7
"2010-2011","S01002313","All","All","S4","Count",11
"2010-2011","S01002313","All","Male","S4","Count",4
"2012-2013","S01002313","All","All","S4","Count",8
"2011-2012","S01002313","All","Male","S4","Count",3
"2008-2009","S01002313","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002313","Additional Support Needs","All","S4","Count",1
"2009-2010","S01002313","All","Male","S4","Count",3
"2009-2010","S01002313","All","All","S4","Count",4
"2012-2013","S01002313","All","Male","S4","Count",4
"2008-2009","S01002313","All","Male","S4","Count",6
"2011-2012","S01002313","Additional Support Needs","All","S4","Count",1
"2010-2011","S01002313","All","Female","S4","Count",7
"2002-2003","S01002313","All","All","S4","Count",6
"2009-2010","S01002313","All","Female","S4","Count",1
"2008-2009","S01002313","All","All","S4","Count",8
"2012-2013","S01002313","All","Female","S4","Count",4
"2003-2004","S01002313","All","All","S4","Count",10
"2011-2012","S01002313","All","All","S4","Count",5
"2008-2009","S01002313","All","Female","S4","Count",2
"2011-2012","S01002313","All","Female","S4","Count",2
"2004-2005","S01002313","All","All","S4","Count",8
"2010-2011","S01002313","All","All","S4","Ratio",100
"2008-2009","S01002313","All","All","S4","Ratio",100
"2009-2010","S01002313","All","All","S4","Ratio",100
"2011-2012","S01002313","All","All","S4","Ratio",100
"2012-2013","S01002313","All","All","S4","Ratio",100
"2002-2003","S01002313","All","All","S4","Ratio",100
"2010-2011","S01002313","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002313","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002313","Additional Support Needs","All","S4","Ratio",0
"2012-2013","S01002313","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01002313","Additional Support Needs","All","S4","Ratio",100
"2003-2004","S01002313","All","All","S4","Ratio",100
"2004-2005","S01002313","All","All","S4","Ratio",100
"2005-2006","S01002313","All","All","S4","Ratio",100
"2006-2007","S01002313","All","All","S4","Ratio",100
"2007-2008","S01002313","All","All","S4","Ratio",100
"2010-2011","S01002313","All","Male","S4","Ratio",100
"2011-2012","S01002313","All","Male","S4","Ratio",100
"2009-2010","S01002313","All","Male","S4","Ratio",100
"2012-2013","S01002313","All","Male","S4","Ratio",100
"2008-2009","S01002313","All","Male","S4","Ratio",100
"2010-2011","S01002313","All","Female","S4","Ratio",100
"2009-2010","S01002313","All","Female","S4","Ratio",100
"2012-2013","S01002313","All","Female","S4","Ratio",100
"2008-2009","S01002313","All","Female","S4","Ratio",100
"2011-2012","S01002313","All","Female","S4","Ratio",100
"2010-2011","S01002314","All","All","S4","Count",3
"2010-2011","S01002314","All","Female","S4","Ratio",100
"2010-2011","S01002314","Additional Support Needs","All","S4","Ratio",0
"2010-2011","S01002314","All","Male","S4","Count",2
"2010-2011","S01002314","All","Male","S4","Ratio",100
"2010-2011","S01002314","Additional Support Needs","All","S4","Count",0
"2010-2011","S01002314","All","Female","S4","Count",1
"2010-2011","S01002314","All","All","S4","Ratio",100
"2008-2009","S01002314","All","Male","S4","Count",2
"2008-2009","S01002314","All","Female","S4","Ratio",100
"2008-2009","S01002314","All","Male","S4","Ratio",100
"2008-2009","S01002314","All","All","S4","Ratio",100
"2008-2009","S01002314","All","All","S4","Count",5
"2008-2009","S01002314","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002314","Additional Support Needs","All","S4","Count",0
"2008-2009","S01002314","All","Female","S4","Count",3
"2009-2010","S01002314","All","All","S4","Count",4
"2009-2010","S01002314","Additional Support Needs","All","S4","Count",0
"2009-2010","S01002314","All","Male","S4","Count",2
"2009-2010","S01002314","All","Female","S4","Count",2
"2009-2010","S01002314","All","All","S4","Ratio",100
"2009-2010","S01002314","All","Male","S4","Ratio",100
"2009-2010","S01002314","All","Female","S4","Ratio",100
"2009-2010","S01002314","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01002314","All","Female","S4","Count",0
"2011-2012","S01002314","All","Male","S4","Ratio",0
"2011-2012","S01002314","All","Female","S4","Ratio",0
"2011-2012","S01002314","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01002314","All","All","S4","Count",0
"2011-2012","S01002314","All","All","S4","Ratio",0
"2011-2012","S01002314","All","Male","S4","Count",0
"2011-2012","S01002314","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002314","All","Male","S4","Count",1
"2012-2013","S01002314","Additional Support Needs","All","S4","Count",1
"2012-2013","S01002314","All","Female","S4","Count",1
"2012-2013","S01002314","All","All","S4","Ratio",100
"2012-2013","S01002314","All","Female","S4","Ratio",100
"2012-2013","S01002314","All","Male","S4","Ratio",100
"2012-2013","S01002314","Additional Support Needs","All","S4","Ratio",100
"2012-2013","S01002314","All","All","S4","Count",2
"2002-2003","S01002314","All","All","S4","Count",5
"2002-2003","S01002314","All","All","S4","Ratio",100
"2003-2004","S01002314","All","All","S4","Count",3
"2003-2004","S01002314","All","All","S4","Ratio",75
"2004-2005","S01002314","All","All","S4","Count",4
"2004-2005","S01002314","All","All","S4","Ratio",100
"2005-2006","S01002314","All","All","S4","Ratio",100
"2005-2006","S01002314","All","All","S4","Count",6
"2006-2007","S01002314","All","All","S4","Count",8
"2006-2007","S01002314","All","All","S4","Ratio",100
"2007-2008","S01002314","All","All","S4","Count",7
"2007-2008","S01002314","All","All","S4","Ratio",100
"2005-2006","S01002315","All","All","S4","Count",12
"2010-2011","S01002315","Additional Support Needs","All","S4","Count",0
"2006-2007","S01002315","All","All","S4","Count",8
"2009-2010","S01002315","Additional Support Needs","All","S4","Count",0
"2007-2008","S01002315","All","All","S4","Count",11
"2010-2011","S01002315","All","All","S4","Count",6
"2010-2011","S01002315","All","Male","S4","Count",4
"2012-2013","S01002315","All","All","S4","Count",7
"2011-2012","S01002315","All","Male","S4","Count",3
"2008-2009","S01002315","Additional Support Needs","All","S4","Count",0
"2012-2013","S01002315","Additional Support Needs","All","S4","Count",3
"2009-2010","S01002315","All","Male","S4","Count",5
"2009-2010","S01002315","All","All","S4","Count",7
"2012-2013","S01002315","All","Male","S4","Count",5
"2008-2009","S01002315","All","Male","S4","Count",4
"2011-2012","S01002315","Additional Support Needs","All","S4","Count",1
"2010-2011","S01002315","All","Female","S4","Count",2
"2002-2003","S01002315","All","All","S4","Count",6
"2009-2010","S01002315","All","Female","S4","Count",2
"2008-2009","S01002315","All","All","S4","Count",11
"2012-2013","S01002315","All","Female","S4","Count",2
"2003-2004","S01002315","All","All","S4","Count",6
"2011-2012","S01002315","All","All","S4","Count",6
"2008-2009","S01002315","All","Female","S4","Count",7
"2011-2012","S01002315","All","Female","S4","Count",3
"2004-2005","S01002315","All","All","S4","Count",8
"2010-2011","S01002315","All","All","S4","Ratio",100
"2008-2009","S01002315","All","All","S4","Ratio",100
"2009-2010","S01002315","All","All","S4","Ratio",100
"2011-2012","S01002315","All","All","S4","Ratio",100
"2012-2013","S01002315","All","All","S4","Ratio",100
"2002-2003","S01002315","All","All","S4","Ratio","85.7"
"2010-2011","S01002315","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002315","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01002315","Additional Support Needs","All","S4","Ratio",0
"2012-2013","S01002315","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01002315","Additional Support Needs","All","S4","Ratio",100
"2003-2004","S01002315","All","All","S4","Ratio",100
"2004-2005","S01002315","All","All","S4","Ratio",100
"2005-2006","S01002315","All","All","S4","Ratio","92.3"
"2006-2007","S01002315","All","All","S4","Ratio",100
"2007-2008","S01002315","All","All","S4","Ratio",100
"2010-2011","S01002315","All","Male","S4","Ratio",100
"2011-2012","S01002315","All","Male","S4","Ratio",100
"2009-2010","S01002315","All","Male","S4","Ratio",100
"2012-2013","S01002315","All","Male","S4","Ratio",100
"2008-2009","S01002315","All","Male","S4","Ratio",100
"2010-2011","S01002315","All","Female","S4","Ratio",100
"2009-2010","S01002315","All","Female","S4","Ratio",100
"2012-2013","S01002315","All","Female","S4","Ratio",100
"2008-2009","S01002315","All","Female","S4","Ratio",100
"2011-2012","S01002315","All","Female","S4","Ratio",100
"2006-2007","S01002316","All","All","S4","Count",4
"2010-2011","S01002316","Additional Support Needs","All","S4","Count",0
"2007-2008","S01002316","All","All","S4","Count",3
"2010-2011","S01002316","All","All","S4","Count",1
"2008-2009","S01002316","All","All","S4","Count",4
"2010-2011","S01002316","All","Male","S4","Count",1
"2009-2010","S01002316","Additional Support Needs","All","S4","Count",0
"2011-2012","S01002316","All","All","S4","Count",2
"2009-2010","S01002316","All","Male","S4","Count",2
"2012-2013","S01002316","All","Male","S4","Count",0
"2011-2012","S01002316","All","Male","S4","Count",1
"2008-2009","S01002316","Additional Support Needs","All","S4","Count",0
"2008-2009","S01002316","All","Male","S4","Count",3
"2002-2003","S01002316","All","All","S4","Count",3
"2008-2009","S01002316","All","Female","S4","Count",1
"2010-2011","S01002316","All","Female","S4","Count",0
"2012-2013","S01002316","Additional Support Needs","All","S4","Count",0
"2011-2012","S01002316","Additional Support Needs","All","S4","Count",1
"2012-2013","S01002316","All","Female","S4","Count",1
"2009-2010","S01002316","All","Female","S4","Count",3
"2003-2004","S01002316","All","All","S4","Count",2
"2011-2012","S01002316","All","Female","S4","Count",1
"2009-2010","S01002316","All","All","S4","Count",5
"2004-2005","S01002316","All","All","S4","Count",4
"2005-2006","S01002316","All","All","S4","Count",5
"2012-2013","S01002316","All","All","S4","Count",1
"2010-2011","S01002316","All","All","S4","Ratio",100
"2008-2009","S01002316","All","All","S4","Ratio",100
"2009-2010","S01002316","All","All","S4","Ratio",100
"2011-2012","S01002316","All","All","S4","Ratio",100
"2012-2013","S01002316","All","All","S4","Ratio",100
"2002-2003","S01002316","All","All","S4","Ratio",100
"2003-2004","S01002316","All","All","S4","Ratio",100
"2010-2011","S01002316","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01002316","Additional Support Needs","All","S4","Ratio",100
"2008-2009","S01002316","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01002316","Additional Support Needs","All","S4","Ratio",0
"2004-2005","S01002316","All","All","S4","Ratio",100
"2005-2006","S01002316","All","All","S4","Ratio","83.3"
"2006-2007","S01002316","All","All","S4","Ratio",100
"2007-2008","S01002316","All","All","S4","Ratio",100
"2010-2011","S01002316","All","Male","S4","Ratio",100
"2009-2010","S01002316","All","Male","S4","Ratio",100
"2011-2012","S01002316","All","Male","S4","Ratio",100
"2008-2009","S01002316","All","Male","S4","Ratio",100
"2010-2011","S01002316","All","Female","S4","Ratio",0
"2012-2013","S01002316","All","Female","S4","Ratio",100
"2009-2010","S01002316","All","Female","S4","Ratio",100
"2008-2009","S01002316","All","Female","S4","Ratio",100
"2011-2012","S01002316","All","Female","S4","Ratio",100
"2005-2006","S01002317","All","All","S4","Count",1
"2010-2011","S01002317","Additional Support Needs","All","S4","Count",1
"2006-2007","S01002317","All","All","S4","Count",2
"2009-2010","S01002317","Additional Support Needs","All","S4","Count",1
"2007-2008","S01002317","All","All","S4","Count",3
"2010-2011","S01002317","All","All","S4","Count",10
"2010-2011","S01002317","All","Male","S4","Count",3
"2012-2013","S01002317","All","All","S4","Count",13
"2011-2012","S01002317","All","Male","S4","Count",9
"2008-2009","S01002317","Additional Support Needs","All","S4","Count",1
"2012-2013","S01002317","Additional Support Needs","All","S4","Count",4
"2009-2010","S01002317","All","Male","S4","Count",7
"2009-2010","S01002317","All","All","S4","Count",12
"2012-2013","S01002317","All","Male","S4","Count",5
"2008-2009","S01002317","All","Male","S4","Count",2
"2011-2012","S01002317","Additional Support Needs","All","S4","Count",2
"2010-2011","S01002317","All","Female","S4","Count",7
"2002-2003","S01002317","All","All","S4","Count",5
"2009-2010","S01002317","All","Female","S4","Count",5
"2008-2009","S01002317","All","All","S4","Count",3
